Initialized empty Git repository in C:/warren-bank-releases/.git/
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/b235db0b-d6e2-4055-baa8-9bcd7be2dc7d?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145709Z&X-Amz-Expires=300&X-Amz-Signature=2793a1d169e78c3491889a16e991126cefaa94ce3d0a65c62e1664dce6db9678&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.32-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4522518/4522518] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.32/ExoPlayer-AirPlay-Receiver-002.00.32-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/d03a79f8-22e0-4006-924d-84ce688366c7?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145726Z&X-Amz-Expires=300&X-Amz-Signature=e623db60924b3b80e6e03e39f28b41290410622a39ceb27c2a2d6ca296aa8930&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.32-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4404962/4404962] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.32/ExoPlayer-AirPlay-Receiver-002.00.32-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/a8179b90-927f-4dad-bf6d-0aa1656739e0?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145756Z&X-Amz-Expires=300&X-Amz-Signature=5892b1b315f8c149614346220e69a7f750e84f2ee8d5adefd3936abeb473ff7d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.32-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4638188/4638188] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.32/ExoPlayer-AirPlay-Receiver-002.00.32-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.32 [6067199] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.32/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.32.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/2395bdcc-762d-4d06-88c4-b1696f7adf71?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145909Z&X-Amz-Expires=300&X-Amz-Signature=b112582216a47afba55d1bf42d10b65b95fa3defd36dc220986552b0cf4586d5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.31-16API-noDecoderExtensions-release.apk&response-content-type=application%2Fvnd.android.package-archive [3114106/3114106] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.31/ExoPlayer-AirPlay-Receiver-002.00.31-16API-noDecoderExtensions-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/ccf199a4-76e6-4042-9752-af24ad224380?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145911Z&X-Amz-Expires=300&X-Amz-Signature=b9453594f6f25ece7b2615f375ea1f31c2182c05d0b32fd70f20bb1acbf32b8b&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.31-16API-withDecoderExtensions-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4490842/4490842] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.31/ExoPlayer-AirPlay-Receiver-002.00.31-16API-withDecoderExtensions-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/177ea70e-dde2-4180-8df5-b4f1e02ff1fc?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145928Z&X-Amz-Expires=300&X-Amz-Signature=d4141e7c5a4eae24c7a77446c03f3940e161ee9ca712848dd68f4665a29e56c0&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.31-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4522482/4522482] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.31/ExoPlayer-AirPlay-Receiver-002.00.31-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/9e819e90-a8c7-4c5e-bc06-fce77c51a5da?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150019Z&X-Amz-Expires=300&X-Amz-Signature=899c8875b6b8b7c2776f0e263364c0f286a3c78998c84c0bf5b34551aed5fc1b&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.31-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4404918/4404918] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.31/ExoPlayer-AirPlay-Receiver-002.00.31-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/73530bab-0ec0-4fd5-af38-84650abc5d75?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150040Z&X-Amz-Expires=300&X-Amz-Signature=e0d5335c5d668e442652db8a73b446dae7444a93d990b6bbebe42b565a578128&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.31-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4638144/4638144] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.31/ExoPlayer-AirPlay-Receiver-002.00.31-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.31 [6066974] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.31/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.31.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/b4dc3d7c-8279-486e-8686-d53b19d92b6a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150131Z&X-Amz-Expires=300&X-Amz-Signature=cf9b3f23c54116b8f2a1f1210cae218047be3983f4a29af251be7babb60e0539&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.30-16API-noDecoderExtensions-release.apk&response-content-type=application%2Fvnd.android.package-archive [3114092/3114092] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.30/ExoPlayer-AirPlay-Receiver-002.00.30-16API-noDecoderExtensions-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/8b9c8448-b977-4879-a517-20a04ac429f7?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150144Z&X-Amz-Expires=300&X-Amz-Signature=61622d9547d4a1ce5e2217128f6ad44d68c100ebd674b5a3c212e8b6c1969246&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.30-16API-withDecoderExtensions-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4490956/4490956] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.30/ExoPlayer-AirPlay-Receiver-002.00.30-16API-withDecoderExtensions-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/30ef7d25-82cb-4e78-b901-3d13f32ab17c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150234Z&X-Amz-Expires=300&X-Amz-Signature=b2976ed64914c3e6b60e240e5be183516412fd36ef2418089f73a47f27aaa1ca&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.30-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4522588/4522588] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.30/ExoPlayer-AirPlay-Receiver-002.00.30-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/21cb6962-4c48-4c10-94c4-660c06427356?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150254Z&X-Amz-Expires=300&X-Amz-Signature=aa899d38246d1a340a20c00cf30d759af5f46173dc21569f676376b6bc06445f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.30-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4405032/4405032] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.30/ExoPlayer-AirPlay-Receiver-002.00.30-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/1ce1f950-a5e9-4e82-8870-a91230ad155f?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150332Z&X-Amz-Expires=300&X-Amz-Signature=e2f8ea3cb4b6571dae547fe8a468116af99d796243998378f3c1f5bee851e1c8&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.30-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4638258/4638258] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.30/ExoPlayer-AirPlay-Receiver-002.00.30-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.30 [6066948] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.30/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.30.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/2ed3acb2-739e-458e-9bf7-d65c8bd9511a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150356Z&X-Amz-Expires=300&X-Amz-Signature=e4ba955e599b75515cec8147916acb39ad1331b6dfdd25cfb43a83d0f3862669&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.29-16API-noDecoderExtensions-release.apk&response-content-type=application%2Fvnd.android.package-archive [3113839/3113839] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.29/ExoPlayer-AirPlay-Receiver-002.00.29-16API-noDecoderExtensions-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/f3daf202-46f4-4e0c-8fdd-349e9730b09a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150437Z&X-Amz-Expires=300&X-Amz-Signature=b67861699b67631d7a00e633010183c2cb8802ee8fc795e49ab706d02e42297c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.29-16API-withDecoderExtensions-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4490935/4490935] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.29/ExoPlayer-AirPlay-Receiver-002.00.29-16API-withDecoderExtensions-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/0ccafa7d-9e59-4eb6-b800-c27481b65c7a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150459Z&X-Amz-Expires=300&X-Amz-Signature=6fbae4510e9c1fa7c6f0c51113224fafe044571cb95f3ae906f479e2c9d42c17&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.29-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4522563/4522563] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.29/ExoPlayer-AirPlay-Receiver-002.00.29-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/80ae408a-f54b-42bb-b7b7-0e9aefff612c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150537Z&X-Amz-Expires=300&X-Amz-Signature=c2a3058cdb492de5a9079a8cc0ae1b6a5d4013921ec796d05851eacbbe33b417&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.29-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4405007/4405007] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.29/ExoPlayer-AirPlay-Receiver-002.00.29-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/dcc9af58-cb62-42b2-8e68-b18a5441d7b6?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150547Z&X-Amz-Expires=300&X-Amz-Signature=a7772922d4841505fbe75b8650b5e21ae338ba73b368296a0fdb0be84497fae1&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.29-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4638237/4638237] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.29/ExoPlayer-AirPlay-Receiver-002.00.29-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.29 [6066800] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.29/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.29.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/3aa36f4c-c6bc-416b-a1fd-690420f53aa5?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150718Z&X-Amz-Expires=300&X-Amz-Signature=347729ced4fe20dfb16dcaae76f46bb4d9fa7438cc0aafe2e1cd50ab17ae4aac&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.28-16API-noDecoderExtensions-release.apk&response-content-type=application%2Fvnd.android.package-archive [3071560/3071560] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.28/ExoPlayer-AirPlay-Receiver-002.00.28-16API-noDecoderExtensions-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/7364f7a1-bf41-4a67-a451-a646cb91f780?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150812Z&X-Amz-Expires=300&X-Amz-Signature=1673179b0b34a04a891cf994c551d94a51f4719a78f5138f718b3c6b51b0d1b5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.28-16API-withDecoderExtensions-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4406016/4406016] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.28/ExoPlayer-AirPlay-Receiver-002.00.28-16API-withDecoderExtensions-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/0f229266-1227-43aa-ba52-23ea9fe5c771?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150815Z&X-Amz-Expires=300&X-Amz-Signature=5cf8765df3b013b33a28a27460c25a206988a43ee69ebc81bfffa42632658e10&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.28-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4425960/4425960] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.28/ExoPlayer-AirPlay-Receiver-002.00.28-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/bb287db3-31f0-43f8-ba4c-24ead178b779?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150904Z&X-Amz-Expires=300&X-Amz-Signature=9e2793eab6353270abf4f59a5e64cf2d1a9c7a7942f21e62b342c1f87bbcb5df&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.28-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4373860/4373860] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.28/ExoPlayer-AirPlay-Receiver-002.00.28-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/d3313354-fd85-4128-a854-31710abbe0a2?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T150922Z&X-Amz-Expires=300&X-Amz-Signature=e570fb58730e1c49c324f35ed6de6142602ddc4d51adac7d5913d21204ea81c8&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.28-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4597170/4597170] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.28/ExoPlayer-AirPlay-Receiver-002.00.28-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.28 [5980689] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.28/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.28.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/5e60d868-98af-4ef3-8d9d-24a5df902023?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T151112Z&X-Amz-Expires=300&X-Amz-Signature=4d6e80cd5bd7aeff98bc022ece71485b9ac5ad735f0f5d0d1a2433b1e92eb193&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.27-16API-release.apk&response-content-type=application%2Fvnd.android.package-archive [3071520/3071520] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.27/ExoPlayer-AirPlay-Receiver-002.00.27-16API-release.apk" [1]
